PresetID,Symbol,NetProfit,ProfitFactor,TotalTrades,WinTrades,LossTrades,WinRate,AvgWin,AvgLoss,LargestWin,LargestLoss,MaxDrawdownPercent,MaxDrawdownMoney,SharpeRatio,RecoveryFactor,ExpectedPayoff,MaxConsecutiveLosses,MaxConsecutiveLossesCount,FilterBlocks_RN,FilterBlocks_KZ,FilterBlocks_Spr,K_swing,N_bos,LookbackInternal,M_retest,EqTol,BOSBufferPoints,UseKillzones,UseRoundNumber,UseVSA,RNDelta,L_percentile,RiskPerTradePct,SL_BufferUSD,TP1_R,TP2_R,BE_Activate_R,PartialClosePct,TimeStopMinutes,MinProgressR,MaxSpreadUSD,MaxOpenPositions,UsePendingRetest,RetestOffsetUSD,PendingExpirySec,UseTrailing,TrailMode,TrailATRPeriod,TrailATRMult,TrailStepUSD,TrailStartRR,UsePyramid,MaxAdds,AddSpacingUSD,AddSizeFactor,CooldownSec,UseATRScaling,ATRScalingPeriod,SL_ATR_Mult,Retest_ATR_Mult,AddSpacing_ATR_Mult,TrailStep_ATR_Mult,MaxSpread_ATR_Mult,RNDelta_ATR_Mult
816,XAUUSD,159.85,3.42,29,23,6,79.3,9.83,-11.03,24.59,-21.89,0.22,21.89,89.66,4.02,5.51,-21.89,1,0,3618,0,50,6,12,3,0.20,2.00,true,true,false,0.30,150,0.50,0.50,1.0,2.0,0.8,50,5,0.50,0.50,1,false,0.07,60,false,0,14,2.00,0.30,1.00,false,0,0.40,0.60,0,false,14,0.60,0.25,0.80,0.50,0.15,0.40
851,XAUUSD,159.85,3.42,29,23,6,79.3,9.83,-11.03,24.59,-21.89,0.22,21.89,89.66,4.02,5.51,-21.89,1,0,3618,0,50,6,12,3,0.20,2.00,true,true,false,0.30,150,0.50,0.50,1.0,2.0,0.8,50,5,0.50,0.50,1,false,0.07,60,false,0,14,2.00,0.30,1.00,false,0,0.40,0.60,0,false,14,0.60,0.25,0.80,0.50,0.15,0.40
802,XAUUSD,159.85,3.42,29,23,6,79.3,9.83,-11.03,24.59,-21.89,0.22,21.89,89.66,4.02,5.51,-21.89,1,0,3618,0,50,6,12,3,0.20,2.00,true,true,false,0.30,150,0.50,0.50,1.0,2.0,0.8,50,5,0.50,0.50,1,false,0.07,60,false,0,14,2.00,0.30,1.00,false,0,0.40,0.60,0,false,14,0.60,0.25,0.80,0.50,0.15,0.40
838,XAUUSD,159.85,3.42,29,23,6,79.3,9.83,-11.03,24.59,-21.89,0.22,21.89,89.66,4.02,5.51,-21.89,1,0,3618,0,50,6,12,3,0.20,2.00,true,true,false,0.30,150,0.50,0.50,1.0,2.0,0.8,50,5,0.50,0.50,1,false,0.07,60,false,0,14,2.00,0.30,1.00,false,0,0.40,0.60,0,false,14,0.60,0.25,0.80,0.50,0.15,0.40
810,XAUUSD,159.85,3.42,29,23,6,79.3,9.83,-11.03,24.59,-21.89,0.22,21.89,89.66,4.02,5.51,-21.89,1,0,3618,0,50,6,12,3,0.20,2.00,true,true,false,0.30,150,0.50,0.50,1.0,2.0,0.8,50,5,0.50,0.50,1,false,0.07,60,false,0,14,2.00,0.30,1.00,false,0,0.40,0.60,0,false,14,0.60,0.25,0.80,0.50,0.15,0.40
845,XAUUSD,159.85,3.42,29,23,6,79.3,9.83,-11.03,24.59,-21.89,0.22,21.89,89.66,4.02,5.51,-21.89,1,0,3618,0,50,6,12,3,0.20,2.00,true,true,false,0.30,150,0.50,0.50,1.0,2.0,0.8,50,5,0.50,0.50,1,false,0.07,60,false,0,14,2.00,0.30,1.00,false,0,0.40,0.60,0,false,14,0.60,0.25,0.80,0.50,0.15,0.40
831,XAUUSD,159.85,3.42,29,23,6,79.3,9.83,-11.03,24.59,-21.89,0.22,21.89,89.66,4.02,5.51,-21.89,1,0,3618,0,50,6,12,3,0.20,2.00,true,true,false,0.30,150,0.50,0.50,1.0,2.0,0.8,50,5,0.50,0.50,1,false,0.07,60,false,0,14,2.00,0.30,1.00,false,0,0.40,0.60,0,false,14,0.60,0.25,0.80,0.50,0.15,0.40
817,XAUUSD,159.85,3.42,29,23,6,79.3,9.83,-11.03,24.59,-21.89,0.22,21.89,89.66,4.02,5.51,-21.89,1,0,3618,0,50,6,12,3,0.20,2.00,true,true,false,0.30,150,0.50,0.50,1.0,2.0,0.8,50,5,0.50,0.50,1,false,0.07,60,false,0,14,2.00,0.30,1.00,false,0,0.40,0.60,0,false,14,0.60,0.25,0.80,0.50,0.15,0.40
824,XAUUSD,159.85,3.42,29,23,6,79.3,9.83,-11.03,24.59,-21.89,0.22,21.89,89.66,4.02,5.51,-21.89,1,0,3618,0,50,6,12,3,0.20,2.00,true,true,false,0.30,150,0.50,0.50,1.0,2.0,0.8,50,5,0.50,0.50,1,false,0.07,60,false,0,14,2.00,0.30,1.00,false,0,0.40,0.60,0,false,14,0.60,0.25,0.80,0.50,0.15,0.40
852,XAUUSD,159.85,3.42,29,23,6,79.3,9.83,-11.03,24.59,-21.89,0.22,21.89,89.66,4.02,5.51,-21.89,1,0,3618,0,50,6,12,3,0.20,2.00,true,true,false,0.30,150,0.50,0.50,1.0,2.0,0.8,50,5,0.50,0.50,1,false,0.07,60,false,0,14,2.00,0.30,1.00,false,0,0.40,0.60,0,false,14,0.60,0.25,0.80,0.50,0.15,0.40
803,XAUUSD,159.85,3.42,29,23,6,79.3,9.83,-11.03,24.59,-21.89,0.22,21.89,89.66,4.02,5.51,-21.89,1,0,3618,0,50,6,12,3,0.20,2.00,true,true,false,0.30,150,0.50,0.50,1.0,2.0,0.8,50,5,0.50,0.50,1,false,0.07,60,false,0,14,2.00,0.30,1.00,false,0,0.40,0.60,0,false,14,0.60,0.25,0.80,0.50,0.15,0.40
839,XAUUSD,159.85,3.42,29,23,6,79.3,9.83,-11.03,24.59,-21.89,0.22,21.89,89.66,4.02,5.51,-21.89,1,0,3618,0,50,6,12,3,0.20,2.00,true,true,false,0.30,150,0.50,0.50,1.0,2.0,0.8,50,5,0.50,0.50,1,false,0.07,60,false,0,14,2.00,0.30,1.00,false,0,0.40,0.60,0,false,14,0.60,0.25,0.80,0.50,0.15,0.40
825,XAUUSD,159.85,3.42,29,23,6,79.3,9.83,-11.03,24.59,-21.89,0.22,21.89,89.66,4.02,5.51,-21.89,1,0,3618,0,50,6,12,3,0.20,2.00,true,true,false,0.30,150,0.50,0.50,1.0,2.0,0.8,50,5,0.50,0.50,1,false,0.07,60,false,0,14,2.00,0.30,1.00,false,0,0.40,0.60,0,false,14,0.60,0.25,0.80,0.50,0.15,0.40
846,XAUUSD,159.85,3.42,29,23,6,79.3,9.83,-11.03,24.59,-21.89,0.22,21.89,89.66,4.02,5.51,-21.89,1,0,3618,0,50,6,12,3,0.20,2.00,true,true,false,0.30,150,0.50,0.50,1.0,2.0,0.8,50,5,0.50,0.50,1,false,0.07,60,false,0,14,2.00,0.30,1.00,false,0,0.40,0.60,0,false,14,0.60,0.25,0.80,0.50,0.15,0.40
818,XAUUSD,159.85,3.42,29,23,6,79.3,9.83,-11.03,24.59,-21.89,0.22,21.89,89.66,4.02,5.51,-21.89,1,0,3618,0,50,6,12,3,0.20,2.00,true,true,false,0.30,150,0.50,0.50,1.0,2.0,0.8,50,5,0.50,0.50,1,false,0.07,60,false,0,14,2.00,0.30,1.00,false,0,0.40,0.60,0,false,14,0.60,0.25,0.80,0.50,0.15,0.40
811,XAUUSD,159.85,3.42,29,23,6,79.3,9.83,-11.03,24.59,-21.89,0.22,21.89,89.66,4.02,5.51,-21.89,1,0,3618,0,50,6,12,3,0.20,2.00,true,true,false,0.30,150,0.50,0.50,1.0,2.0,0.8,50,5,0.50,0.50,1,false,0.07,60,false,0,14,2.00,0.30,1.00,false,0,0.40,0.60,0,false,14,0.60,0.25,0.80,0.50,0.15,0.40
832,XAUUSD,159.85,3.42,29,23,6,79.3,9.83,-11.03,24.59,-21.89,0.22,21.89,89.66,4.02,5.51,-21.89,1,0,3618,0,50,6,12,3,0.20,2.00,true,true,false,0.30,150,0.50,0.50,1.0,2.0,0.8,50,5,0.50,0.50,1,false,0.07,60,false,0,14,2.00,0.30,1.00,false,0,0.40,0.60,0,false,14,0.60,0.25,0.80,0.50,0.15,0.40
804,XAUUSD,159.85,3.42,29,23,6,79.3,9.83,-11.03,24.59,-21.89,0.22,21.89,89.66,4.02,5.51,-21.89,1,0,3618,0,50,6,12,3,0.20,2.00,true,true,false,0.30,150,0.50,0.50,1.0,2.0,0.8,50,5,0.50,0.50,1,false,0.07,60,false,0,14,2.00,0.30,1.00,false,0,0.40,0.60,0,false,14,0.60,0.25,0.80,0.50,0.15,0.40
853,XAUUSD,159.85,3.42,29,23,6,79.3,9.83,-11.03,24.59,-21.89,0.22,21.89,89.66,4.02,5.51,-21.89,1,0,3618,0,50,6,12,3,0.20,2.00,true,true,false,0.30,150,0.50,0.50,1.0,2.0,0.8,50,5,0.50,0.50,1,false,0.07,60,false,0,14,2.00,0.30,1.00,false,0,0.40,0.60,0,false,14,0.60,0.25,0.80,0.50,0.15,0.40
840,XAUUSD,159.85,3.42,29,23,6,79.3,9.83,-11.03,24.59,-21.89,0.22,21.89,89.66,4.02,5.51,-21.89,1,0,3618,0,50,6,12,3,0.20,2.00,true,true,false,0.30,150,0.50,0.50,1.0,2.0,0.8,50,5,0.50,0.50,1,false,0.07,60,false,0,14,2.00,0.30,1.00,false,0,0.40,0.60,0,false,14,0.60,0.25,0.80,0.50,0.15,0.40
826,XAUUSD,159.85,3.42,29,23,6,79.3,9.83,-11.03,24.59,-21.89,0.22,21.89,89.66,4.02,5.51,-21.89,1,0,3618,0,50,6,12,3,0.20,2.00,true,true,false,0.30,150,0.50,0.50,1.0,2.0,0.8,50,5,0.50,0.50,1,false,0.07,60,false,0,14,2.00,0.30,1.00,false,0,0.40,0.60,0,false,14,0.60,0.25,0.80,0.50,0.15,0.40
812,XAUUSD,159.85,3.42,29,23,6,79.3,9.83,-11.03,24.59,-21.89,0.22,21.89,89.66,4.02,5.51,-21.89,1,0,3618,0,50,6,12,3,0.20,2.00,true,true,false,0.30,150,0.50,0.50,1.0,2.0,0.8,50,5,0.50,0.50,1,false,0.07,60,false,0,14,2.00,0.30,1.00,false,0,0.40,0.60,0,false,14,0.60,0.25,0.80,0.50,0.15,0.40
819,XAUUSD,159.85,3.42,29,23,6,79.3,9.83,-11.03,24.59,-21.89,0.22,21.89,89.66,4.02,5.51,-21.89,1,0,3618,0,50,6,12,3,0.20,2.00,true,true,false,0.30,150,0.50,0.50,1.0,2.0,0.8,50,5,0.50,0.50,1,false,0.07,60,false,0,14,2.00,0.30,1.00,false,0,0.40,0.60,0,false,14,0.60,0.25,0.80,0.50,0.15,0.40
847,XAUUSD,159.85,3.42,29,23,6,79.3,9.83,-11.03,24.59,-21.89,0.22,21.89,89.66,4.02,5.51,-21.89,1,0,3618,0,50,6,12,3,0.20,2.00,true,true,false,0.30,150,0.50,0.50,1.0,2.0,0.8,50,5,0.50,0.50,1,false,0.07,60,false,0,14,2.00,0.30,1.00,false,0,0.40,0.60,0,false,14,0.60,0.25,0.80,0.50,0.15,0.40
833,XAUUSD,159.85,3.42,29,23,6,79.3,9.83,-11.03,24.59,-21.89,0.22,21.89,89.66,4.02,5.51,-21.89,1,0,3618,0,50,6,12,3,0.20,2.00,true,true,false,0.30,150,0.50,0.50,1.0,2.0,0.8,50,5,0.50,0.50,1,false,0.07,60,false,0,14,2.00,0.30,1.00,false,0,0.40,0.60,0,false,14,0.60,0.25,0.80,0.50,0.15,0.40
805,XAUUSD,159.85,3.42,29,23,6,79.3,9.83,-11.03,24.59,-21.89,0.22,21.89,89.66,4.02,5.51,-21.89,1,0,3618,0,50,6,12,3,0.20,2.00,true,true,false,0.30,150,0.50,0.50,1.0,2.0,0.8,50,5,0.50,0.50,1,false,0.07,60,false,0,14,2.00,0.30,1.00,false,0,0.40,0.60,0,false,14,0.60,0.25,0.80,0.50,0.15,0.40
854,XAUUSD,159.85,3.42,29,23,6,79.3,9.83,-11.03,24.59,-21.89,0.22,21.89,89.66,4.02,5.51,-21.89,1,0,3618,0,50,6,12,3,0.20,2.00,true,true,false,0.30,150,0.50,0.50,1.0,2.0,0.8,50,5,0.50,0.50,1,false,0.07,60,false,0,14,2.00,0.30,1.00,false,0,0.40,0.60,0,false,14,0.60,0.25,0.80,0.50,0.15,0.40
841,XAUUSD,159.85,3.42,29,23,6,79.3,9.83,-11.03,24.59,-21.89,0.22,21.89,89.66,4.02,5.51,-21.89,1,0,3618,0,50,6,12,3,0.20,2.00,true,true,false,0.30,150,0.50,0.50,1.0,2.0,0.8,50,5,0.50,0.50,1,false,0.07,60,false,0,14,2.00,0.30,1.00,false,0,0.40,0.60,0,false,14,0.60,0.25,0.80,0.50,0.15,0.40
827,XAUUSD,159.85,3.42,29,23,6,79.3,9.83,-11.03,24.59,-21.89,0.22,21.89,89.66,4.02,5.51,-21.89,1,0,3618,0,50,6,12,3,0.20,2.00,true,true,false,0.30,150,0.50,0.50,1.0,2.0,0.8,50,5,0.50,0.50,1,false,0.07,60,false,0,14,2.00,0.30,1.00,false,0,0.40,0.60,0,false,14,0.60,0.25,0.80,0.50,0.15,0.40
820,XAUUSD,159.85,3.42,29,23,6,79.3,9.83,-11.03,24.59,-21.89,0.22,21.89,89.66,4.02,5.51,-21.89,1,0,3618,0,50,6,12,3,0.20,2.00,true,true,false,0.30,150,0.50,0.50,1.0,2.0,0.8,50,5,0.50,0.50,1,false,0.07,60,false,0,14,2.00,0.30,1.00,false,0,0.40,0.60,0,false,14,0.60,0.25,0.80,0.50,0.15,0.40
813,XAUUSD,159.85,3.42,29,23,6,79.3,9.83,-11.03,24.59,-21.89,0.22,21.89,89.66,4.02,5.51,-21.89,1,0,3618,0,50,6,12,3,0.20,2.00,true,true,false,0.30,150,0.50,0.50,1.0,2.0,0.8,50,5,0.50,0.50,1,false,0.07,60,false,0,14,2.00,0.30,1.00,false,0,0.40,0.60,0,false,14,0.60,0.25,0.80,0.50,0.15,0.40
834,XAUUSD,159.85,3.42,29,23,6,79.3,9.83,-11.03,24.59,-21.89,0.22,21.89,89.66,4.02,5.51,-21.89,1,0,3618,0,50,6,12,3,0.20,2.00,true,true,false,0.30,150,0.50,0.50,1.0,2.0,0.8,50,5,0.50,0.50,1,false,0.07,60,false,0,14,2.00,0.30,1.00,false,0,0.40,0.60,0,false,14,0.60,0.25,0.80,0.50,0.15,0.40
848,XAUUSD,159.85,3.42,29,23,6,79.3,9.83,-11.03,24.59,-21.89,0.22,21.89,89.66,4.02,5.51,-21.89,1,0,3618,0,50,6,12,3,0.20,2.00,true,true,false,0.30,150,0.50,0.50,1.0,2.0,0.8,50,5,0.50,0.50,1,false,0.07,60,false,0,14,2.00,0.30,1.00,false,0,0.40,0.60,0,false,14,0.60,0.25,0.80,0.50,0.15,0.40
855,XAUUSD,159.85,3.42,29,23,6,79.3,9.83,-11.03,24.59,-21.89,0.22,21.89,89.66,4.02,5.51,-21.89,1,0,3618,0,50,6,12,3,0.20,2.00,true,true,false,0.30,150,0.50,0.50,1.0,2.0,0.8,50,5,0.50,0.50,1,false,0.07,60,false,0,14,2.00,0.30,1.00,false,0,0.40,0.60,0,false,14,0.60,0.25,0.80,0.50,0.15,0.40
806,XAUUSD,159.85,3.42,29,23,6,79.3,9.83,-11.03,24.59,-21.89,0.22,21.89,89.66,4.02,5.51,-21.89,1,0,3618,0,50,6,12,3,0.20,2.00,true,true,false,0.30,150,0.50,0.50,1.0,2.0,0.8,50,5,0.50,0.50,1,false,0.07,60,false,0,14,2.00,0.30,1.00,false,0,0.40,0.60,0,false,14,0.60,0.25,0.80,0.50,0.15,0.40
842,XAUUSD,159.85,3.42,29,23,6,79.3,9.83,-11.03,24.59,-21.89,0.22,21.89,89.66,4.02,5.51,-21.89,1,0,3618,0,50,6,12,3,0.20,2.00,true,true,false,0.30,150,0.50,0.50,1.0,2.0,0.8,50,5,0.50,0.50,1,false,0.07,60,false,0,14,2.00,0.30,1.00,false,0,0.40,0.60,0,false,14,0.60,0.25,0.80,0.50,0.15,0.40
828,XAUUSD,159.85,3.42,29,23,6,79.3,9.83,-11.03,24.59,-21.89,0.22,21.89,89.66,4.02,5.51,-21.89,1,0,3618,0,50,6,12,3,0.20,2.00,true,true,false,0.30,150,0.50,0.50,1.0,2.0,0.8,50,5,0.50,0.50,1,false,0.07,60,false,0,14,2.00,0.30,1.00,false,0,0.40,0.60,0,false,14,0.60,0.25,0.80,0.50,0.15,0.40
814,XAUUSD,159.85,3.42,29,23,6,79.3,9.83,-11.03,24.59,-21.89,0.22,21.89,89.66,4.02,5.51,-21.89,1,0,3618,0,50,6,12,3,0.20,2.00,true,true,false,0.30,150,0.50,0.50,1.0,2.0,0.8,50,5,0.50,0.50,1,false,0.07,60,false,0,14,2.00,0.30,1.00,false,0,0.40,0.60,0,false,14,0.60,0.25,0.80,0.50,0.15,0.40
821,XAUUSD,159.85,3.42,29,23,6,79.3,9.83,-11.03,24.59,-21.89,0.22,21.89,89.66,4.02,5.51,-21.89,1,0,3618,0,50,6,12,3,0.20,2.00,true,true,false,0.30,150,0.50,0.50,1.0,2.0,0.8,50,5,0.50,0.50,1,false,0.07,60,false,0,14,2.00,0.30,1.00,false,0,0.40,0.60,0,false,14,0.60,0.25,0.80,0.50,0.15,0.40
835,XAUUSD,159.85,3.42,29,23,6,79.3,9.83,-11.03,24.59,-21.89,0.22,21.89,89.66,4.02,5.51,-21.89,1,0,3618,0,50,6,12,3,0.20,2.00,true,true,false,0.30,150,0.50,0.50,1.0,2.0,0.8,50,5,0.50,0.50,1,false,0.07,60,false,0,14,2.00,0.30,1.00,false,0,0.40,0.60,0,false,14,0.60,0.25,0.80,0.50,0.15,0.40
849,XAUUSD,159.85,3.42,29,23,6,79.3,9.83,-11.03,24.59,-21.89,0.22,21.89,89.66,4.02,5.51,-21.89,1,0,3618,0,50,6,12,3,0.20,2.00,true,true,false,0.30,150,0.50,0.50,1.0,2.0,0.8,50,5,0.50,0.50,1,false,0.07,60,false,0,14,2.00,0.30,1.00,false,0,0.40,0.60,0,false,14,0.60,0.25,0.80,0.50,0.15,0.40
807,XAUUSD,159.85,3.42,29,23,6,79.3,9.83,-11.03,24.59,-21.89,0.22,21.89,89.66,4.02,5.51,-21.89,1,0,3618,0,50,6,12,3,0.20,2.00,true,true,false,0.30,150,0.50,0.50,1.0,2.0,0.8,50,5,0.50,0.50,1,false,0.07,60,false,0,14,2.00,0.30,1.00,false,0,0.40,0.60,0,false,14,0.60,0.25,0.80,0.50,0.15,0.40
856,XAUUSD,159.85,3.42,29,23,6,79.3,9.83,-11.03,24.59,-21.89,0.22,21.89,89.66,4.02,5.51,-21.89,1,0,3618,0,50,6,12,3,0.20,2.00,true,true,false,0.30,150,0.50,0.50,1.0,2.0,0.8,50,5,0.50,0.50,1,false,0.07,60,false,0,14,2.00,0.30,1.00,false,0,0.40,0.60,0,false,14,0.60,0.25,0.80,0.50,0.15,0.40
857,XAUUSD,159.85,3.42,29,23,6,79.3,9.83,-11.03,24.59,-21.89,0.22,21.89,89.66,4.02,5.51,-21.89,1,0,3618,0,50,6,12,3,0.20,2.00,true,true,false,0.30,150,0.50,0.50,1.0,2.0,0.8,50,5,0.50,0.50,1,false,0.07,60,false,0,14,2.00,0.30,1.00,false,0,0.40,0.60,0,false,14,0.60,0.25,0.80,0.50,0.15,0.40
858,XAUUSD,159.85,3.42,29,23,6,79.3,9.83,-11.03,24.59,-21.89,0.22,21.89,89.66,4.02,5.51,-21.89,1,0,3618,0,50,6,12,3,0.20,2.00,true,true,false,0.30,150,0.50,0.50,1.0,2.0,0.8,50,5,0.50,0.50,1,false,0.07,60,false,0,14,2.00,0.30,1.00,false,0,0.40,0.60,0,false,14,0.60,0.25,0.80,0.50,0.15,0.40
859,XAUUSD,159.85,3.42,29,23,6,79.3,9.83,-11.03,24.59,-21.89,0.22,21.89,89.66,4.02,5.51,-21.89,1,0,3618,0,50,6,12,3,0.20,2.00,true,true,false,0.30,150,0.50,0.50,1.0,2.0,0.8,50,5,0.50,0.50,1,false,0.07,60,false,0,14,2.00,0.30,1.00,false,0,0.40,0.60,0,false,14,0.60,0.25,0.80,0.50,0.15,0.40
860,XAUUSD,159.85,3.42,29,23,6,79.3,9.83,-11.03,24.59,-21.89,0.22,21.89,89.66,4.02,5.51,-21.89,1,0,3618,0,50,6,12,3,0.20,2.00,true,true,false,0.30,150,0.50,0.50,1.0,2.0,0.8,50,5,0.50,0.50,1,false,0.07,60,false,0,14,2.00,0.30,1.00,false,0,0.40,0.60,0,false,14,0.60,0.25,0.80,0.50,0.15,0.40
